,text,misogynous,misogyny_category,occupation
30,How is it that no law enforcement entity finds it odd that you can leave the WH dead broke and then buy your Skank daughter a $10 million apartment and pay for a $3 million wedding. Have the Clintons ever gone back to Haiti??? #maga #tcot,1,discredit,politician
32,"@girlsreallyrule Your the fucking bitch,you whore.",1,discredit,author
33,@AnnCoulter From the multi-year champion of most hysterical woman of the universe award (and I'm being generous calling you a woman).,1,stereotype,author
35,@MelaninMels @themakeda @minahbeans No. That's not the reason. Feminazi back in ur hole bitch.,1,discredit,politician
42,@AnnCoulter And here they are! The most hysterical women at the #KavanaghHearing!,1,stereotype,author
44,@sarataseer Fuck U SLUT. Your pork dead father is burning in hell. Fuck Face Jewellery seller bitch.,1,dominance,artist
51,"@AnnCoulter @DonaldJTrumpJr Yes yes Ann, lets continue to perpetuate the hysterical woman stereotype. Such a shame. You dont deserve your position of power. A disgrace to fellow women.",1,derailing,author
52,@kathygriffin Which one of the two wins the prize for most hysterical woman?,1,stereotype,politician
56,"@CNNPolitics @FLOTUS , you don't have to be a skank anymore. He, the skunk, done you wrong. Someone standing up and exposing your philandering immoral husband is a hero @nytimes @NBCNews",1,discredit,politician
62,"@SenKamalaHarris @CoryBooker Competing for Most Hysterical Woman at the Kavanaugh hearings"" Trying to create outrage and Hate",1,stereotype,politician
65,@MarshaBlackburn PS - take off that picture-any picture of you makes me want to puke! Any women that would side with Trump is not for any woman or their rights that they should have. You are just another lying Skank GOP white piece of trash! Your commerci,1,discredit,politician
67,@AnnCoulter @RazorPack65 I have them both in a dead heat for most hysterical woman ever,1,stereotype,author
70,@reubing What I find amusing is the hysterical woman sitting next to @KamalaHarris!,1,stereotype,politician
72,@AnnCoulter @DonaldJTrumpJr Check out @JasonOverstreets Tweet: !!!! Hysterical Woman-1Scumbag Swamp Creature-ZIPPY,1,stereotype,author
88,"@AnnCoulter Ann:Including Sen. Cory Booker as part of your ""Most Hysterical Woman""?? Come on now, you cn do better than that. This is so beneath your intellectual acumen and although I disagree with most of what you say, come up with something more origin",1,derailing,author
91,@SenKamalaHarris Its all about $$$$$$ dollar signs for those hysterical women,1,stereotype,politician
92,@DaddyDaddymac @_QueenofStaves @FLOTUS @FLOTUS You're a SKANK .....Leave our house and country. Take your corrupt parents with you. You're all cheap white trash!!!,1,sexual_harassment,politician
93,"This hysterical woman is just completely brain dead. Come on CA, you can do better than this empty bag of skin.",1,stereotype,politician
95,@AnnCoulter This is the Real HYSTERICAL WOMAN:,1,stereotype,author
107,@AnnCoulter You are pretty hysterical yourself.,1,stereotype,author
108,Hating men is an important part of feminism why cant these men serving brats just shut the fuck up,1,dominance,politician
109,@AnnCoulter @JamesWilarUpton Booker wins the award for putting the 'B' in the hysterical woman category,1,stereotype,politician
110,@kathygriffin Hey stupid her name is MELANIA! And old Ugly skank ass like you isnt good enough to shine her shoes,1,discredit,artist
114,"@DogginTrump The whore bitch spoke! STFU Melania, Melanie , whatever your name is",1,dominance,politician
116,@NiccoMontano @pokipokiabq Relinquish the belt you pussy,1,discredit,athlete
122,#ThursdayThoughts Booker & Kamala competing for Most Hysterical Woman at the Kavanaugh hearings.Spartacus.,1,stereotype,politician
124,"@AnnCoulter @SandraTXAS ""Most Hysterical Woman"" Touche' Ann,couldn't agree more. 2020 candidacy is already here.",1,stereotype,author
134,Its because you are always a hysterical woman @SenKamalaHarris,1,stereotype,politician
138,@SenKamalaHarris @SenKamalaHarris You're hystericalYou're hysterical You're hysterical You're hystericalYou're hystericalYou're hysterical You're hystericalYou're hystericalYou're hystericalYou're hystericalYou're hysterical You're hystericalYou're hyster,1,stereotype,politician
139,@SenGillibrand You have lost all sense of reality. You're one very HYSTERICAL woman .,1,stereotype,politician
140,And if anyone can recognize an hysterical woman its @AnnCoulter. She just has to look in the mirror.,1,stereotype,author
142,@MelissaAFrancis You sound stupid. Women like you should stay in the kitchen and be quiet. This isnt about the money Obama has but about a dumb president and @GOP that wont do their job.,1,stereotype,artist
143,"Sounds like @CoryBooker & @KamalaHarris are still competing for most hysterical woman at the hearings. #Pathetic #WeThePeople dont pay you to clutch pearls, or perform one act plays. Get your sh!t together. #ConfirmJudgeKavanaugh #ConfirmKavanaughNOW#WalkAway",1,stereotype,politician
146,"@SenKamalaHarris Not really. If anything, in your case it's being too kind.I would use 'a low IQ, hysterical woman of zero talent.'",1,stereotype,politician
148,"ANN COULTER IS RIGHT. BOOKER/HARRIS R BEHAVING LIKE A COUPLE HYSTERICAL WOMEN, EACH TRYING TO OUTDO THE OTHER.",1,stereotype,politician
151,@SenKamalaHarris you are a hysterical woman,1,stereotype,politician
153,"@thehill The episode in which Ann Coulter mocks most hysterical woman as, literally, THE most hysterical woman.",1,stereotype,author
155,"@FeministVoter She fucking called me a ""cracker bitch"", and you're going to attack me? Nice. Fucking cunt.",1,discredit,politician
161,"@atrupar Thanks MUCH for creating this hearing package. As you can see from my other tweets to you, I have a different take on it all (I agree with Coulter that Booker and Harris are competing for the Hysterical Woman Award) but I really appreciate the wo",1,stereotype,politician
162,"@AnnCoulter The Queen of Hysterical Women tweets bitterly, terrified of losing her crown.",1,stereotype,author
164,@CoryBooker Are you in a competition with @SenKamalaHarris to see who is the more hysterical woman at the #KavanaughConfirmation ?,1,stereotype,politician
174,"@AnnCoulter @DonaldJTrumpJr You won the"" life time recipient for Hysterical Woman "" a long time ago.",1,stereotype,author
175,"@winkfam @cookies1961 @FLOTUS Says the supporter of a woman..@HillaryClinton ....that literally protected & threw every woman under the bus that accused her President husband of rape, affairs, etc. Pleeeeeease, STFU, or educate yourself.",1,dominance,politician
180,@SunnyLeone @DanielWeber99 you fucking bitch! You don't know a fuck about acting. You're just a fucking whore who's used to getting fucked by random dudes you don't even know.,1,dominance,artist
184,"@FoxNews @DouglasESchoen @CoryBooker @FoxNewsOpinion Hirono, Booker & Harris competing for 'Most Hysterical Woman' at the Kavanaugh hearings",1,stereotype,politician
185,@AnnCoulter What are you worried you are about to lose the crown for Most Hysterical Woman of the decade? Good for them. They are the only ones who are trying to save America while you keep making money off of her by using her. You are the BIGGEST BITCH!!,1,discredit,author
189,"Ann, actually glad @CoryBooker willing to give up seat to release confidential e-mailsThis will open up floodgates to release Tarmac Bill & Killary Clinton emails@AnnCoulter ""#CoryBooker & #KamalaHarris competing for Most Hysterical Woman at Kavanaugh hearings""#MAGA #qanon",1,stereotype,politician
192,@AnnCoulter Simply put,1,discredit,author
196,@DaddyDaddymac @FLOTUS Michelle Obama is a woman that every woman should aspire to be where Flotus is a skank that no one wants to be,1,discredit,politician
198,@GOPChairwoman @TWIGGY4065 I know. Booker and Kamala Harris were vying for most hysterical woman at the hearing but were drowned out by the paid harpies being arrested.,1,stereotype,politician
201,@sksnky @Schmidt4Donnie @HillaryClinton @dawnresist The filthy skank lost. Time for you loser's to grow up. No one likes whiny little bitchs.,1,discredit,politician
202,I'm not sure who is the most hysterical woman at the #KavanaughHearings: Kamala Harris or Cory Booker.,1,stereotype,politician
208,"@KendallJenner ""whatever makes them happy"" really bitch? you are not good friend, you are mother fucking cunt @haileybaldwin @justinbieber",1,discredit,artist
210,"@ajamubaraka Never mind the contempt that the DNC has for its base, giving the nomination to Hillary instead of Bernie, and the contempt Hillary has for the masses calling them ""deplorable"" and claiming women are stupid and voted how their husbands told t",1,discredit,politician
211,"@AnnCoulter But if the shoe was on the other foot, we'd know who would be the most hysterical woman in the room.",1,stereotype,author
216,"@PetiteNicoco Lmao stereotypical feminists & stereotypical hysterical women. What a win win keep it up, ladies. Youre doing great.",1,stereotype,artist
217,@HillaryClinton shut the fuck up you treasonous bitch of a whore hurry up and die already,1,dominance,politician
218,REGINA GEORGE IS THE NASTIEST SKANK BITCH I HAVE EVER MET. DO NOT TRUST HER. SHE IS A FUGLY SLUT.,1,discredit,artist
225,@JRubinBlogger @SenFeinstein I wonder what's in the emails of the skank Democrats in Congress. You have some nerve after your candidate Hillary Clinton did what she did.,1,discredit,politician
226,"Both are dopes, who cares who wins the ""Most Hysterical Women"" award? Give it both they both worked hard for it and they both deserve it.",1,stereotype,politician
229,"@AnnCoulter Ann, I thought Most Hysterical Woman was engraved on the participation trophy they gave you at the GOP convention. Bless your heart.",1,stereotype,author
232,"Wow, Stupid is as Stupidity does These stupid women are stupid Yet, if they are doing this for Trump I hope he is paying them $15,000 per month to talk,rape and act a fool for him @DiamondandSilk IdIots, Yea you two",1,discredit,politician
233,"@lisastark351 @budyluvv Shes the kind of skank you dont want to see when the lights come on at closing time ,along with Melania and Ivanka Russian skanks",1,discredit,politician
234,@StormyDaniels Going to take a lot more than a skank like you! #wearethestorm,1,discredit,artist
237,"@AnnCoulter Said the flack parroting talking pointsYou wouldnt know courage of convictions or risking your career if you tripped over them and landed right on top of themBtw, hysterical woman is a wonderful, sexist insult. Couldnt resist, huh?",1,stereotype,author
239,"@SenKamalaHarris @maddow Is there a more stupid person in congress than dipshit Harris? This woman fd Willie Brown, thats gross. Total skank with the intelligence of a pollywog.",1,stereotype,politician
240,"Cory Booker and Kamala Harris competing for Most Hysterical Woman at the Kavanaugh hearings, Coulter hilariously tweeted.And yes, liberals immediately got triggered on Twitter, saying her joke was offensive. To them we say, suck it up, snowflakes.",1,stereotype,politician
241,@AnnCoulter @DonaldJTrumpJr And you should know about being a hysterical woman.,1,stereotype,author
243,@AnnCoulter You are the most hysterical woman not there,1,stereotype,author
245,"@AnnCoulter Youre asking about the Most Hysterical Woman?Between you and Donald Trump, I now definitively know the definition of Projection.",1,stereotype,author
248,@MichelleRempel did you fight for women? Ever???? Did you fight against the AESO in our recession? Did you acknowledge sustainability in the context of our energy industry? Ever??? Shut your stupid fucking cunt mouth.,1,dominance,politician
249,@artbychristinem @AnnCoulter Hysterical woman does in both cases. I don't think Booker would mind given his proclivity for deliberate histrionics.,1,stereotype,politician
252,#WomensMarch collected hundreds of hysterical women to display their best hysteria upon cue during Sen Hearing - sounds like a try out for a TV show,1,stereotype,politician
254,@PressSec Are your children safe living with a skank like you? I certainly hope not.,1,discredit,politician
255,I could not care less what the porn model skank thinks.,1,discredit,artist
256,@CassandraRules @AndrewWK @Dancingmanfound Omg hysterical you posted this since I was watching how 10 random people became famous on YouTube & look who it is!!!! You & Dancing man!,1,stereotype,author
257,"@AnnCoulter Ann, ever think you might be a bit hysterical yourself. You lost your ability to reason long ago. Not sure when you had the heartectomy. One thing for sure. You don't belong in the human race. Damn.",1,stereotype,author
258,@realDonaldTrump Your followers might not know it but God knows (or whoever is in charge) what kind of lying monster you are. Don't think because you have that skank Paula White by your side that you won't go down in flames.,1,discredit,author
266,"@AnnCoulter That would be you, dear Ann, the Most Hysterical Woman. Dessicated harpy.",1,stereotype,author
270,Yes Brooke! Give that bitch the hell she deserves. I knew it would take her to slap that skank down. #BoldandBeautiful,1,dominance,artist
272,"@minakimes Look at miss sandwich maker trying to talk shit. Bitch, you work for ESPN. You instantly know nothing about hockey. Shut up",1,stereotype,author
276,@DebraMessing Susan has lost all credibility and needs to STFU as you said!,1,dominance,artist
277,@AnnCoulter and you are competing for the ugliest nastiest SKANK in America.....,1,discredit,author
280,@HillaryClinton And you enabled your Jack ass hubby to rape women like JUANITA you are pathetic old and WILL NEVER BE PRESIDENT LOVE THE BASKET OF DEPLORABLES,1,derailing,politician
282,"@AnnCoulter Guess what, Ann? Those hysterical women bitch-slapped your boy Brett Kavanaugh today, and it was fun to watch. #KavanaughHearings",1,stereotype,author
283,@joannasbarlow Youre not going to die so shut the fuck up moaning and get in with it,1,dominance,athlete
286,@anncoulter - right on the money as always! #MAGAAnn Coulter: Booker and Harris 'competing for Most Hysterical Woman',1,stereotype,politician
289,"Corey Booker and Kamala Harriss are competing for the most hysterical woman in the Senate #Impeach45, #CoreyBooker, #StopKanavaugh",1,stereotype,politician
296,@TomiLahren Were out in huge numbers and I can say thank you to this skank and who she represents. I wasnt involved until I saw this illiterate hooker and her pimp try to influence others. No ones walking away republican barbie. But those anal warts wont ,1,discredit,politician
298,"@SunnyLeone @DanielWeber99 you bitch. You fucking whore. A fucking whore like you gets a chance to act in movies. What about the thousands of struggles we have? You motherfucking bitch! You bitch who doesn't know who her parents are, now acting clean! You",1,stereotype,artist
300,"HRC is taking long walks in the woods again. Its sinking in how incompetent and void of solutions she was. She stacked the deck and got her fat butt kicked. What a worthless, pathetic Skank this woman is. #maga #tcot",1,discredit,politician
303,@kathygriffin Because nobody wants to watch a nasty skank bitch run her mouth!,1,discredit,artist
304,Oh please stfu. No one cares Susan you told everyone Hillary was worse than trump you no longer get to tell us anything,1,dominance,politician
305,"STFU SUSAN. Oh yes, PLEASE lets give Trump CREDIT. I mean how else are you able to walk out on the street. Convince yourself that that this CATASTROPHE of a President who you said was better that HRC IS NOT ripping children away from parents seeking asylum, holding children",1,dominance,politician
306,@AnnCoulter Dont worry Ann. No one will ever accuse you of being a hysterical woman or any kind of woman,1,stereotype,author
311,@kimguilfoyle Does it bother you that Jrs kids look at you and think. So thats the skank who had daddys dick in his mouth while he was married to mommy. She is disgusting. You know they think it.,1,discredit,author
317,@AnnCoulter Has it been a year already? Are you looking forward to giving up your most hysterical woman( tweeting about seat swap on a @Delta flight) title?,1,stereotype,author
318,"@AnnCoulter @DonaldJTrumpJr You'd be the one to know about hysterical woman, though you have cornered the deceptive category.",1,stereotype,author
332,"Listen skank. Your sugar daddy is the biggest 5x draft-dodging, punk-bitch coward in the COUNTRY. Your opinions mean nothing. You go find a stripper pole, or whatever you did before, STFU about cowardice. ENOUGH! ""Melania Trump""",1,dominance,politician
337,(1) @DebraMessing < STFU These women put their babies in harms way &Subject them 2 rape &more by the coyotes who they pay 2 bring them here.,1,dominance,artist
338,You girls were working it today @CoryBooker @SenKamalaHarris. Its too bad you both come across as hysterical women.,1,stereotype,politician
341,@ByronYork Funny. The hysterical Kamala moves into the lead for Most hysterical woman. #AnnCoulter,1,stereotype,politician
344,"@AnnCoulter Most hysterical woman. Nice gender separation. Person, Ann. I get it's hard for you to grasp not being one but please try.",1,stereotype,author
346,@AnthemRespect @CTomme2 2 hysterical women in the US Senate,1,stereotype,politician
347,"#ThursdayThoughts Don't worry Ann. After your multi-day meltdown over having to simply switch seats on a Delta airplane flight last year, we still consider you the ""Most Hysterical Woman""",1,stereotype,author
348,@NTKNet @RyanAFournier @SenKamalaHarris A hysterical woman !!!!,1,stereotype,politician
353,@DebraMessing Why don't u STFU. You are a hysterical idiot!! You are exactly what's wrong with this country. Go back in your elite hole!!,1,dominance,artist
354,"Last RT is brilliant someone had replied onto a thread of Claire saying they didn't like ""tv claire"" an that she needs to stay in the kitchen to cook for Jamie. Stfu bitch.",1,stereotype,artist
364,@DLoesch You forgot skank in your Twitter description.,1,discredit,author
369,"@PiperPerabo You're a freak-ass SKANKBAG who has been a HAS-BEEN for 20 years. WTF are you anyway? NOBODY, so STFU and go suck it, skank.",1,dominance,artist
372,@thehill @AnnCoulter already won Most Hysterical Woman with her 2 day twitter freakout over leg room on a plane.,1,stereotype,author
373,@AnnCoulter Better Most Hysterical Woman than Most Cadaverous Ghoul.Now shut up and go back in your crypt. The sun is up.,1,stereotype,author
378,"@KamalaHarris You're a joke Kammy. You couldn't hold Justice Kavanaugh's briefs. Trying to fund raise from the brain dead sheep, regarding a confirmation you can't stop. Race baiting Marxist skank that you are.",1,discredit,politician
383,Yeah I can't wait till y'all all shut the fuck up about it. Trumps a moron Hillary is a cunt Berney is a fuckin douche they are politicians no matter what one sides gonna bitch and think they hold the moral high ground but guess what we are all the same and most don't give a fuck,1,discredit,politician
386,@AnnCoulter That's because you've already won the title Most Raggidy Skank Who's A Disappointment To Her Father...,1,discredit,author
388,".@FLOTUS, I didn't hear you saying anything when you husband was talking about grabbing women by the pussy. That's ok tho? Go play in the garden in your stilettos and stfu!",1,dominance,politician
391,I think Booker is a more hysterical woman than Kamala,1,stereotype,politician
392,@AnnCoulter @DonaldJTrumpJr And you have won SKANK OF THE YEAR,1,discredit,author
393,@AnnCoulter @DonaldJTrumpJr To take over your reign of the Most Hysterical Woman on a Delta Airlines flight?,1,stereotype,author
395,@CoryBooker @SenKamalaHarris Should our country be run by a couple hysterical women.,1,stereotype,politician
396,@NYMag I'd like to see a sitcom or talk-host show with @DebraMessing @RealJamesWoods and @SusanSarandon ! You could call it STFU.,1,dominance,artist
401,@e_l_l_i_s_x0x Skank bitch,1,discredit,artist
403,@themakeda Stfu u hating ass bitch go suck her big dick pussy ass hoe u lookin like a rat,1,dominance,artist
405,"Brown Nose Nikki, You were silent when Donnie talked about his PUSSY GRABBING, You were silent when he call black countries SHIT HOLES, you were silent when he spewed his RACIST VITRIOL, you were silent about CHARLOTTSVILLE. I can go on and on....SO STFU!",1,dominance,politician
406,"@AngelaBelcamino This just in. Many are saying Trump now at 155% in the polls. Yuge deal, that I can tell you! Witch hunt over. Trump innocent. Crooked Hillary voted ugliest skank of the Decade! Bigly! Trump steaks melt in your mouth like I did Stormy I m",1,discredit,politician
411,"Dont worry @AnnCoulter, you are and will always be the most hysterical woman.",1,stereotype,author
415,@DebraMessing how about you STFU with your pro abortion and your racist BS. Ive never seen a pathetic group of people like you democrats so worried about a womans so called right to kill new born infants! You people disgust me! #lookinthemirror,1,dominance,artist
420,@AnnCoulter Have you kept that cooling in your human icebox just for this occasion?Hysterical woman?!?ROFLMFAO!,1,stereotype,author
423,@AnnCoulter You know about hysterical women,1,stereotype,author
424,@AnnCoulter That's rich coming from the hysterical woman who didn't get the right seat on an airplane.,1,stereotype,author
426,"@AnnCoulter You already hold the title of a hysterical, racist, whining beetch!! STFU",1,dominance,author
432,Most hysterical woman #KavanaughConfirmationHearings #BrettKavanaugh #CoryBooker #KamalaHarris,1,stereotype,politician
434,@AnnCoulter Ann Coulter winning most hysterical woman WATCHING the Kavanaugh hearings.,1,stereotype,author
437,"@artbychristinem @AnnCoulter A HYSTERICAL woman. Not just woman. And, she didnt say he won.",1,stereotype,author
438,"@kylegriffin1 Hard to figure which was the more hysterical woman, Cory Booker or Kamala Harris",1,stereotype,politician
440,can't decide which is the most hysterical woman between you and Booker - the batshit crazy is strong in both of you. Taking lessons from old Pelosi?,1,stereotype,politician
441,"@SenKamalaHarris Hysterical Woman, you don't speak for me or other women in my household.",1,stereotype,politician
442,"@AnnCoulter No, you are the most hysterical woman alive. Go find an island and stay there.",1,dominance,author
444,@kathygriffin Youre an elitist skank with no talent and a twitter army of brainwashed fucktards.,1,discredit,artist
445,"For crying out loud, Ivanka! STFU you ignorant, grifting, kunt! You pretend to care about women? What about the mothers of the children your father's administration are imprisoning! What about Kavanaugh?",1,dominance,politician
448,I was 18 when birth control became legal by the SCOTUS so I found an osteopath that prescribed it to me at 16. Sen Hatch & Sass yelling in the Senate to get those hysterical women out of the chamber was clear the GOP still wants control of women's bodies. #VoteNoOnKavanaugh,1,stereotype,politician
450,Bunch of hysterical women protesting again. #KavanaughHearings,1,stereotype,politician
451,"@TheRickWilson Perhaps Ann meant to tweat that she wished she herself had been present to compete for the most hysterical woman? Regarding Kavanaugh, as Harris & Booker's questions revealed, I felt that he was less than decisive, forthright with his answe",1,stereotype,author
455,"Oh dear, Melania strutting her political thang with fact Contradict her husband and that she should just stay in the kitchen, barefoot and pregnant like Trump wishes we all could return to. The wife should be seen but not heard. Just like in the 50s",1,stereotype,politician
456,"@OneResister @AnnCoulter Wow, I had no idea calling Booker and Harris hysterical women was racist. Amazing how things get redefined on a daily basis.",1,stereotype,politician
457,"@dimebag1969 @HillaryClinton This is no costume party pic, just the slut bitch doing a nude lesbian photo.",1,discredit,politician
458,"@AnnCoulter @DonaldJTrumpJr If anyone would know about hysterical women, it would be you btch",1,stereotype,author
459,So I'm working but a friend of mine is telling me that Corey Booker and Kamala harris are fighting for who is the more hysterical woman in the #KavanaughHearings is that true?#Kavanaugh #KavanaughConfirmation,1,stereotype,politician
